
 Name : chum88 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 59 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 58 và 1|| Thời gian tách : 2022-05-21 02:11:03
 Name : chum88 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 21 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 20 và 1|| Thời gian tách : 2022-05-21 15:41:24

 Name : chum88 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 20 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 19 và 1|| Thời gian tách : 2022-05-21 15:41:25

 Name : chum88 đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 19 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 18 và 1|| Thời gian tách : 2022-05-21 15:41:26

 Name : caidaubuoibo đã tách vật phẩm || Vật phẩm tách: 638 || Số lượng vật phẩm ban đầu 1194 || Số lượng tách: 362 || Số lượng vật phẩm sau khi tách: 832 và 362|| Thời gian tách : 2022-05-21 16:11:35

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 123 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 98 và 25|| Thời gian tách : 2022-05-21 16:45:51

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 98 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 73 và 25|| Thời gian tách : 2022-05-21 16:45:55

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 73 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 48 và 25|| Thời gian tách : 2022-05-21 16:45:59

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 48 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 23 và 25|| Thời gian tách : 2022-05-21 16:46:04

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 123 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 98 và 25|| Thời gian tách : 2022-05-21 16:46:45

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 98 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 73 và 25|| Thời gian tách : 2022-05-21 16:46:49

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 73 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 48 và 25|| Thời gian tách : 2022-05-21 16:46:52

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 48 || Số lượng tách: 25 || Số lượng vật phẩm sau khi tách: 23 và 25|| Thời gian tách : 2022-05-21 16:46:55

 Name : chum88 đã tách vật phẩm || Vật phẩm tách: 948 || Số lượng vật phẩm ban đầu 62 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 60 và 2|| Thời gian tách : 2022-05-21 17:14:14

 Name : btdelmj đã tách vật phẩm || Vật phẩm tách: 949 || Số lượng vật phẩm ban đầu 32 || Số lượng tách: 2 || Số lượng vật phẩm sau khi tách: 30 và 2|| Thời gian tách : 2022-05-21 18:32:17

 Name : 321yeuem đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 270 || Số lượng tách: 200 || Số lượng vật phẩm sau khi tách: 70 và 200|| Thời gian tách : 2022-05-21 18:36:50

 Name : trumtop đã tách vật phẩm || Vật phẩm tách: 949 || Số lượng vật phẩm ban đầu 430 || Số lượng tách: 30 || Số lượng vật phẩm sau khi tách: 400 và 30|| Thời gian tách : 2022-05-21 18:38:43

 Name : vipro98 đã tách vật phẩm || Vật phẩm tách: 587 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 19:06:43

 Name : oppogold đã tách vật phẩm || Vật phẩm tách: 585 || Số lượng vật phẩm ban đầu 3 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 2 và 1|| Thời gian tách : 2022-05-21 19:13:01

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 12 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 11 và 1|| Thời gian tách : 2022-05-21 19:28:05

 Name : trumtop đã tách vật phẩm || Vật phẩm tách: 587 || Số lượng vật phẩm ban đầu 82 || Số lượng tách: 81 || Số lượng vật phẩm sau khi tách: 1 và 81|| Thời gian tách : 2022-05-21 19:29:21

 Name : trumtop đã tách vật phẩm || Vật phẩm tách: 588 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 19:29:29

 Name : trumtop đã tách vật phẩm || Vật phẩm tách: 585 || Số lượng vật phẩm ban đầu 8 || Số lượng tách: 7 || Số lượng vật phẩm sau khi tách: 1 và 7|| Thời gian tách : 2022-05-21 19:29:36

 Name : trumtop đã tách vật phẩm || Vật phẩm tách: 587 || Số lượng vật phẩm ban đầu 82 || Số lượng tách: 81 || Số lượng vật phẩm sau khi tách: 1 và 81|| Thời gian tách : 2022-05-21 19:33:15

 Name : 1choc1be đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 598 || Số lượng tách: 98 || Số lượng vật phẩm sau khi tách: 500 và 98|| Thời gian tách : 2022-05-21 19:44:11

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 110 || Số lượng tách: 20 || Số lượng vật phẩm sau khi tách: 90 và 20|| Thời gian tách : 2022-05-21 19:46:44

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 20 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 19 và 1|| Thời gian tách : 2022-05-21 19:47:16

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 19 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 18 và 1|| Thời gian tách : 2022-05-21 19:47:22

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 18 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 17 và 1|| Thời gian tách : 2022-05-21 19:47:29

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 17 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 16 và 1|| Thời gian tách : 2022-05-21 19:47:37

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 16 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 15 và 1|| Thời gian tách : 2022-05-21 19:47:43

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 15 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 14 và 1|| Thời gian tách : 2022-05-21 19:47:50

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 14 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 13 và 1|| Thời gian tách : 2022-05-21 19:47:57

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 13 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 12 và 1|| Thời gian tách : 2022-05-21 19:48:14

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 12 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 11 và 1|| Thời gian tách : 2022-05-21 19:48:20

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 11 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 10 và 1|| Thời gian tách : 2022-05-21 19:48:25

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 10 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 9 và 1|| Thời gian tách : 2022-05-21 19:48:32

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 9 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 8 và 1|| Thời gian tách : 2022-05-21 19:48:36

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 8 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 7 và 1|| Thời gian tách : 2022-05-21 19:48:43

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 7 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 6 và 1|| Thời gian tách : 2022-05-21 19:48:48

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 6 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 5 và 1|| Thời gian tách : 2022-05-21 19:48:53

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 5 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 4 và 1|| Thời gian tách : 2022-05-21 19:48:58

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-05-21 19:49:02

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 3 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 2 và 1|| Thời gian tách : 2022-05-21 19:49:07

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 19:49:13

 Name : kuhoito đã tách vật phẩm || Vật phẩm tách: 584 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 20:09:19

 Name : facebook đã tách vật phẩm || Vật phẩm tách: 949 || Số lượng vật phẩm ban đầu 130 || Số lượng tách: 50 || Số lượng vật phẩm sau khi tách: 80 và 50|| Thời gian tách : 2022-05-21 20:43:30

 Name : fuckyou đã tách vật phẩm || Vật phẩm tách: 584 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 20:43:31

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 868 || Số lượng vật phẩm ban đầu 4000 || Số lượng tách: 2000 || Số lượng vật phẩm sau khi tách: 2000 và 2000|| Thời gian tách : 2022-05-21 20:43:42

 Name : baoanh đã tách vật phẩm || Vật phẩm tách: 987 || Số lượng vật phẩm ban đầu 14525 || Số lượng tách: 3525 || Số lượng vật phẩm sau khi tách: 11000 và 3525|| Thời gian tách : 2022-05-21 20:44:40

 Name : baoanh đã tách vật phẩm || Vật phẩm tách: 868 || Số lượng vật phẩm ban đầu 2000 || Số lượng tách: 1000 || Số lượng vật phẩm sau khi tách: 1000 và 1000|| Thời gian tách : 2022-05-21 20:45:41

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 11253 || Số lượng tách: 5000 || Số lượng vật phẩm sau khi tách: 6253 và 5000|| Thời gian tách : 2022-05-21 20:59:11

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 868 || Số lượng vật phẩm ban đầu 3000 || Số lượng tách: 1500 || Số lượng vật phẩm sau khi tách: 1500 và 1500|| Thời gian tách : 2022-05-21 21:18:20

 Name : namcute1 đã tách vật phẩm || Vật phẩm tách: 643 || Số lượng vật phẩm ban đầu 17 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 16 và 1|| Thời gian tách : 2022-05-21 21:41:04

 Name : wmwmwmwmwmmwmwm đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 10215 || Số lượng tách: 1000 || Số lượng vật phẩm sau khi tách: 9215 và 1000|| Thời gian tách : 2022-05-21 21:51:09

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 103 || Số lượng tách: 18 || Số lượng vật phẩm sau khi tách: 85 và 18|| Thời gian tách : 2022-05-21 21:54:33

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 85 || Số lượng tách: 15 || Số lượng vật phẩm sau khi tách: 70 và 15|| Thời gian tách : 2022-05-21 21:54:38

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 70 || Số lượng tách: 15 || Số lượng vật phẩm sau khi tách: 55 và 15|| Thời gian tách : 2022-05-21 21:54:40

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 55 || Số lượng tách: 15 || Số lượng vật phẩm sau khi tách: 40 và 15|| Thời gian tách : 2022-05-21 21:54:45

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 40 || Số lượng tách: 15 || Số lượng vật phẩm sau khi tách: 25 và 15|| Thời gian tách : 2022-05-21 21:54:50

 Name : bangocpk đã tách vật phẩm || Vật phẩm tách: 457 || Số lượng vật phẩm ban đầu 25 || Số lượng tách: 15 || Số lượng vật phẩm sau khi tách: 10 và 15|| Thời gian tách : 2022-05-21 21:54:55

 Name : trumtieu0o0 đã tách vật phẩm || Vật phẩm tách: 225 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 21:58:56

 Name : vipvl99 đã tách vật phẩm || Vật phẩm tách: 584 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-05-21 22:00:37

 Name : vipvl99 đã tách vật phẩm || Vật phẩm tách: 587 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 22:00:48

 Name : vipvl99 đã tách vật phẩm || Vật phẩm tách: 584 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-05-21 22:01:19

 Name : vipvl99 đã tách vật phẩm || Vật phẩm tách: 587 || Số lượng vật phẩm ban đầu 2 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1 và 1|| Thời gian tách : 2022-05-21 22:02:04

 Name : vipvl99 đã tách vật phẩm || Vật phẩm tách: 584 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-05-21 22:02:22

 Name : viyeuem đã tách vật phẩm || Vật phẩm tách: 584 || Số lượng vật phẩm ban đầu 4 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 3 và 1|| Thời gian tách : 2022-05-21 22:20:59

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 210 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 209 và 1|| Thời gian tách : 2022-05-21 22:35:56

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 209 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 208 và 1|| Thời gian tách : 2022-05-21 22:36:06

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 208 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 207 và 1|| Thời gian tách : 2022-05-21 22:36:13

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 207 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 206 và 1|| Thời gian tách : 2022-05-21 22:36:20

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 206 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 205 và 1|| Thời gian tách : 2022-05-21 22:36:27

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 205 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 204 và 1|| Thời gian tách : 2022-05-21 22:36:35

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 204 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 203 và 1|| Thời gian tách : 2022-05-21 22:36:42

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 203 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 202 và 1|| Thời gian tách : 2022-05-21 22:36:48

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 202 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 201 và 1|| Thời gian tách : 2022-05-21 22:36:55

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 201 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 200 và 1|| Thời gian tách : 2022-05-21 22:37:04

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 200 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 199 và 1|| Thời gian tách : 2022-05-21 22:37:28

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 199 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 198 và 1|| Thời gian tách : 2022-05-21 22:37:35

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 198 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 197 và 1|| Thời gian tách : 2022-05-21 22:37:48

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 197 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 196 và 1|| Thời gian tách : 2022-05-21 22:38:00

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 196 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 195 và 1|| Thời gian tách : 2022-05-21 22:38:14

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 195 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 194 và 1|| Thời gian tách : 2022-05-21 22:38:21

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 194 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 193 và 1|| Thời gian tách : 2022-05-21 22:38:51

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 193 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 192 và 1|| Thời gian tách : 2022-05-21 22:39:00

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 192 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 191 và 1|| Thời gian tách : 2022-05-21 22:39:07

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 191 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 190 và 1|| Thời gian tách : 2022-05-21 22:39:15

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1534 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1533 và 1|| Thời gian tách : 2022-05-21 22:58:19

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1533 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1532 và 1|| Thời gian tách : 2022-05-21 22:58:25

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1532 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1531 và 1|| Thời gian tách : 2022-05-21 22:58:30

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1531 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1530 và 1|| Thời gian tách : 2022-05-21 22:58:34

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1530 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1529 và 1|| Thời gian tách : 2022-05-21 22:58:37

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1529 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1528 và 1|| Thời gian tách : 2022-05-21 22:58:43

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1528 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1527 và 1|| Thời gian tách : 2022-05-21 22:58:47

 Name : o0bonghe0o đã tách vật phẩm || Vật phẩm tách: 455 || Số lượng vật phẩm ban đầu 1527 || Số lượng tách: 1 || Số lượng vật phẩm sau khi tách: 1526 và 1|| Thời gian tách : 2022-05-21 22:58:53

 Name : co1khong2 đã tách vật phẩm || Vật phẩm tách: 454 || Số lượng vật phẩm ban đầu 19055 || Số lượng tách: 2000 || Số lượng vật phẩm sau khi tách: 17055 và 2000|| Thời gian tách : 2022-05-21 23:19:35
